Conv1,Conv2,Dense,Dropout,LSTM,batch_size,lags,3 Months Anomaly (%) Rainfall,1 Month Anomaly (%) Rainfall,Cereals and tubers,Exchange rate (USD/LCU),FCS,Fatality,NDVI Anomaly,Rainfall (mm),rCSI,Lat,Lon,Population,Ramadan,epoch,val_loss,train_loss
34,2,10,0.3070411753842548,17,32,26,26,26,26,26,26,26,26,26,26,26,26,26,26,62,0.009760906361043454,0.006393844209911622
27,3,1,0.2987472382318582,83,32,41,41,41,41,41,41,41,41,41,41,41,41,41,41,58,0.025925063093503318,0.03275941716212975
17,2,51,0.351143437558402,38,256,86,86,86,86,86,86,86,86,86,86,86,86,86,86,75,0.015503034926950932,0.010552989813669394
54,2,56,0.2776258558636989,3,512,66,66,66,66,66,66,66,66,66,66,66,66,66,66,120,0.014507836662232876,0.006736376235151992
13,1,23,0.37359423373308764,85,32,31,31,31,31,31,31,31,31,31,31,31,31,31,31,56,0.009559067276616892,0.0038149933132176944
2,4,81,0.2521030042255891,57,64,26,26,26,26,26,26,26,26,26,26,26,26,26,26,57,0.013120999559760094,0.0017106510342300048
28,2,48,0.21648083203491672,49,128,81,81,81,81,81,81,81,81,81,81,81,81,81,81,58,0.009667237289249897,0.005092273945747702
35,2,14,0.3371148809054057,33,32,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,0.010674095526337624,0.007115581049456622
25,4,37,0.41278002656208074,1,256,46,46,46,46,46,46,46,46,46,46,46,46,46,46,131,0.0074950107373297215,0.00864474767023269
59,2,88,0.26711092387653845,52,512,36,36,36,36,36,36,36,36,36,36,36,36,36,36,67,0.009120674803853035,0.005133678534531912
51,2,59,0.293124313644496,9,32,91,91,91,91,91,91,91,91,91,91,91,91,91,91,100,0.016445144141713778,0.003053627795993518
63,3,66,0.3128483959460745,2,16,11,11,11,11,11,11,11,11,11,11,11,11,11,11,64,0.0065470895729959015,0.003877538907687244
50,2,32,0.23495332812850883,45,32,96,96,96,96,96,96,96,96,96,96,96,96,96,96,128,0.009320333041250706,0.0033801096916523956
10,1,13,0.35848535814467847,84,32,16,16,16,16,16,16,16,16,16,16,16,16,16,16,58,0.009323148739834626,0.00522793688144375
26,2,18,0.2852815369670057,14,256,71,71,71,71,71,71,71,71,71,71,71,71,71,71,146,0.015342829748988152,0.006054585858963538
45,4,9,0.24130121985655856,13,512,76,76,76,76,76,76,76,76,76,76,76,76,76,76,347,0.016771333292126656,0.007140103696535031
20,2,46,0.3003625617876372,12,32,61,61,61,61,61,61,61,61,61,61,61,61,61,61,55,0.012428668017188707,0.002806135536437588
30,2,30,0.32416517472132833,79,64,31,31,31,31,31,31,31,31,31,31,31,31,31,31,59,0.009455603547394276,0.00422234144350586
40,2,96,0.2259083470885122,7,128,26,26,26,26,26,26,26,26,26,26,26,26,26,26,57,0.010641435161232948,0.002711165457923006
47,4,54,0.345249700655314,62,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,52,0.008611334177354971,0.0023612739983946084
61,2,99,0.3815464234751017,81,32,41,41,41,41,41,41,41,41,41,41,41,41,41,41,58,0.011288398504257202,0.001918649914462054
58,2,80,0.25269831346531935,60,256,6,6,6,6,6,6,6,6,6,6,6,6,6,6,75,0.007069611456245184,0.003140523197134962
39,3,34,0.278107177460871,82,32,81,81,81,81,81,81,81,81,81,81,81,81,81,81,72,0.012253691318134467,0.003540161738379134
60,2,40,0.26818747168561796,41,512,51,51,51,51,51,51,51,51,51,51,51,51,51,51,124,0.010230066254734993,0.004774586486658364
18,1,78,0.3351130781201079,1,16,21,21,21,21,21,21,21,21,21,21,21,21,21,21,87,0.006688884521524111,0.00485202442020333
62,2,24,0.3116157115137029,51,32,86,86,86,86,86,86,86,86,86,86,86,86,86,86,63,0.009056080908825,0.004524338144248212
21,4,31,0.36656059631341187,74,32,66,66,66,66,66,66,66,66,66,66,66,66,66,66,64,0.010259893847008546,0.00403122299661239
30,2,47,0.39160900846705815,15,256,6,6,6,6,6,6,6,6,6,6,6,6,6,6,115,0.00681091845035553,0.003895702016716068
12,2,52,0.2991485051092552,48,512,31,31,31,31,31,31,31,31,31,31,31,31,31,31,104,0.008506862446665764,0.005360057616476403
42,4,39,0.3183443868259932,96,64,26,26,26,26,26,26,26,26,26,26,26,26,26,26,55,0.010960817337036133,0.0025479224015832382
53,2,76,0.20041571381557333,64,128,56,56,56,56,56,56,56,56,56,56,56,56,56,56,72,0.01200900413095951,0.0021348789110372628
33,2,61,0.2590974705064615,1,32,6,6,6,6,6,6,6,6,6,6,6,6,6,6,109,0.005973140305529038,0.004908073779094864
30,3,50,0.32995942420043395,58,32,11,11,11,11,11,11,11,11,11,11,11,11,11,11,54,0.008970015806456406,0.0026609019323621157
31,2,60,0.2801899060075151,92,256,91,91,91,91,91,91,91,91,91,91,91,91,91,91,67,0.017797406762838364,0.008677497988518997
29,2,70,0.2449699194016371,29,512,6,6,6,6,6,6,6,6,6,6,6,6,6,6,105,0.006975360680371523,0.0047559300896239
14,1,58,0.35275578589650575,28,32,46,46,46,46,46,46,46,46,46,46,46,46,46,46,55,0.011349921611448129,0.0025772055414256074
5,4,74,0.4018157597981762,34,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,57,0.010130245673159758,0.0024042134588928557
1,2,2,0.3099248760707245,53,32,76,76,76,76,76,76,76,76,76,76,76,76,76,76,139,0.0138091125835975,0.010406772537172083
55,2,62,0.3422401901496565,72,32,71,71,71,71,71,71,71,71,71,71,71,71,71,71,94,0.008283798241366942,0.0020551943318054514
16,2,64,0.37415153762887954,1,512,6,6,6,6,6,6,6,6,6,6,6,6,6,6,414,0.004937601275742054,0.007291074923041078
49,4,4,0.42827017974368486,10,512,36,36,36,36,36,36,36,36,36,36,36,36,36,36,156,0.015933513641357422,0.02167997652273855
16,2,79,0.4036403022657638,35,512,96,96,96,96,96,96,96,96,96,96,96,96,96,96,169,0.011327131651341915,0.006796112253020207
6,2,49,0.3868386078795881,40,512,31,31,31,31,31,31,31,31,31,31,31,31,31,31,78,0.008198300376534462,0.008165728061120639
16,3,89,0.4176750475322376,54,512,61,61,61,61,61,61,61,61,61,61,61,61,61,61,109,0.009447751566767693,0.005797304146523986
16,2,64,0.37572516757124813,55,512,6,6,6,6,6,6,6,6,6,6,6,6,6,6,133,0.00908367894589901,0.005101704308847049
43,1,64,0.389716565767404,26,512,6,6,6,6,6,6,6,6,6,6,6,6,6,6,79,0.006154398899525404,0.00750199428370765
16,2,64,0.37610089412612596,27,512,26,26,26,26,26,26,26,26,26,26,26,26,26,26,88,0.010119760408997536,0.00637723459647252
16,4,94,0.4131298450727199,93,512,21,21,21,21,21,21,21,21,21,21,21,21,21,21,76,0.009003251791000366,0.005592331300593085
16,2,12,0.40121086409936024,97,512,41,41,41,41,41,41,41,41,41,41,41,41,41,41,122,0.010673324577510357,0.008987123940728212
48,2,64,0.42575735683370175,77,512,6,6,6,6,6,6,6,6,6,6,6,6,6,6,63,0.0061299605295062065,0.008131903010300241
57,2,95,0.3596057291534268,25,512,51,51,51,51,51,51,51,51,51,51,51,51,51,51,102,0.009545592591166496,0.004799910039274078
23,4,43,0.3748007345640614,78,512,86,86,86,86,86,86,86,86,86,86,86,86,86,86,93,0.019657235592603683,0.013832742091949268
56,2,93,0.41683804980417194,4,512,66,66,66,66,66,66,66,66,66,66,66,66,66,66,256,0.010056604631245136,0.004062714495276119
9,3,45,0.3682180541723196,56,512,81,81,81,81,81,81,81,81,81,81,81,81,81,81,159,0.012387855909764767,0.007268377803955917
50,2,90,0.360355437188214,99,512,6,6,6,6,6,6,6,6,6,6,6,6,6,6,96,0.006617081817239523,0.005406846182543908
46,1,65,0.35020945437253836,66,512,31,31,31,31,31,31,31,31,31,31,31,31,31,31,92,0.00981574971228838,0.005233982508612234
61,2,64,0.408067417706689,86,512,26,26,26,26,26,26,26,26,26,26,26,26,26,26,78,0.011102716438472271,0.006246918365836907
36,4,21,0.38306343313973445,11,512,56,56,56,56,56,56,56,56,56,56,56,56,56,56,115,0.013502651825547218,0.008597899302127746
19,2,57,0.3432706938028813,1,512,36,36,36,36,36,36,36,36,36,36,36,36,36,36,377,0.004648932721465826,0.0051170128888216775
19,2,57,0.3950994429775253,76,512,36,36,36,36,36,36,36,36,36,36,36,36,36,36,76,0.009303919039666653,0.007028809715246344
19,2,57,0.44002318509168237,16,512,36,36,36,36,36,36,36,36,36,36,36,36,36,36,84,0.006908672396093607,0.008032039061587289
44,2,11,0.43327142387189893,1,512,36,36,36,36,36,36,36,36,36,36,36,36,36,36,157,0.008511296473443508,0.01271566506245254
19,4,29,0.36121055655678497,71,512,36,36,36,36,36,36,36,36,36,36,36,36,36,36,86,0.01182093657553196,0.00913642684358015
11,2,53,0.3799237770585582,69,512,36,36,36,36,36,36,36,36,36,36,36,36,36,36,112,0.00909512024372816,0.005306007930388054
41,2,3,0.4222181316889694,65,512,46,46,46,46,46,46,46,46,46,46,46,46,46,46,156,0.01581619866192341,0.021735014299481686
7,3,83,0.40897257851707325,43,512,36,36,36,36,36,36,36,36,36,36,36,36,36,36,107,0.00873770471662283,0.005583426125976162
19,1,59,0.36840489833008616,36,512,36,36,36,36,36,36,36,36,36,36,36,36,36,36,100,0.008332696743309498,0.005530492942243692
19,2,36,0.3463259275449364,6,512,36,36,36,36,36,36,36,36,36,36,36,36,36,36,127,0.0070829628966748714,0.007653228584447024
19,4,72,0.44944577342910763,95,512,36,36,36,36,36,36,36,36,36,36,36,36,36,36,102,0.01051922794431448,0.005169461710462845
37,2,44,0.35256874903913044,42,512,36,36,36,36,36,36,36,36,36,36,36,36,36,36,118,0.009999377653002739,0.005503381633893452
15,2,15,0.3886207131501822,44,512,36,36,36,36,36,36,36,36,36,36,36,36,36,36,146,0.008634945377707481,0.0074496298031919775
8,2,57,0.3313838732165806,94,512,36,36,36,36,36,36,36,36,36,36,36,36,36,36,85,0.012758475728332996,0.005960342954890227
13,2,57,0.3411452174990574,5,512,36,36,36,36,36,36,36,36,36,36,36,36,36,36,136,0.010115125216543674,0.005608811751084686
4,4,57,0.3699111309846128,1,512,36,36,36,36,36,36,36,36,36,36,36,36,36,36,341,0.005827778950333595,0.0051817593298883104
27,2,92,0.4033464778753667,75,512,91,91,91,91,91,91,91,91,91,91,91,91,91,91,78,0.013696466572582722,0.011416229295233886
2,3,27,0.3621683741393551,68,512,16,16,16,16,16,16,16,16,16,16,16,16,16,16,92,0.007753744721412659,0.008885101225878735
63,2,87,0.381955426291725,24,512,11,11,11,11,11,11,11,11,11,11,11,11,11,11,85,0.007307593710720539,0.004998569905687616
38,1,19,0.3351162408501141,39,512,76,76,76,76,76,76,76,76,76,76,76,76,76,76,421,0.01366391871124506,0.00556027240354598
34,2,77,0.39632507097314823,22,512,71,71,71,71,71,71,71,71,71,71,71,71,71,71,72,0.015698200091719627,0.009184090350417123
54,4,98,0.3513155655734509,90,512,96,96,96,96,96,96,96,96,96,96,96,96,96,96,109,0.008743482641875744,0.008271706130887782
28,2,25,0.3244773876316585,1,512,31,31,31,31,31,31,31,31,31,31,31,31,31,31,267,0.007867892272770405,0.008381248609155647
16,2,41,0.3757159234094888,21,512,61,61,61,61,61,61,61,61,61,61,61,61,61,61,144,0.01247374527156353,0.006582046136082638
10,2,85,0.4184623388631027,91,512,26,26,26,26,26,26,26,26,26,26,26,26,26,26,70,0.01038412656635046,0.006965910286502742
17,2,24,0.3419267988899871,98,512,36,36,36,36,36,36,36,36,36,36,36,36,36,36,82,0.00971140619367361,0.008205533626301543
18,4,17,0.36054175935962146,70,512,21,21,21,21,21,21,21,21,21,21,21,21,21,21,73,0.009143312461674213,0.011184377926919195
25,2,78,0.3295014013553512,50,512,51,51,51,51,51,51,51,51,51,51,51,51,51,51,107,0.013973843306303024,0.004763382433377432
45,3,6,0.3164599366414434,88,512,41,41,41,41,41,41,41,41,41,41,41,41,41,41,143,0.013272305019199848,0.01213756869628764
35,2,28,0.3937092897872527,73,256,86,86,86,86,86,86,86,86,86,86,86,86,86,86,160,0.01069182064384222,0.005003632352717461
51,2,75,0.36793310385474154,89,128,66,66,66,66,66,66,66,66,66,66,66,66,66,66,62,0.012358840554952621,0.003912607957822046
19,4,16,0.41128467520528156,30,64,31,31,31,31,31,31,31,31,31,31,31,31,31,31,63,0.008550695143640041,0.005986739893609932
12,2,47,0.3355100252844322,33,512,81,81,81,81,81,81,81,81,81,81,81,81,81,81,67,0.01148777175694704,0.011609964576308375
20,2,67,0.383807240718115,47,256,56,56,56,56,56,56,56,56,56,56,56,56,56,56,85,0.01234782300889492,0.004621081847616069
61,2,26,0.3212760403913861,32,512,26,26,26,26,26,26,26,26,26,26,26,26,26,26,80,0.01056992169469595,0.01029099477557363
47,2,22,0.34315457959121753,46,16,46,46,46,46,46,46,46,46,46,46,46,46,46,46,54,0.00985604158292214,0.005162304561112968
60,4,8,0.09723976184800859,20,512,36,36,36,36,36,36,36,36,36,36,36,36,36,36,183,0.014274807646870613,0.009747018650128149
26,2,82,0.4258284130185105,19,256,91,91,91,91,91,91,91,91,91,91,91,91,91,91,61,0.027112578973174095,0.009416795839579441
14,3,91,0.30636568781485496,59,512,11,11,11,11,11,11,11,11,11,11,11,11,11,11,76,0.008235538378357887,0.005379672730985865
59,2,42,0.32770228862897843,13,64,16,16,16,16,16,16,16,16,16,16,16,16,16,16,65,0.008554141037166119,0.003081820769505975
40,1,73,0.3549104243205457,83,128,76,76,76,76,76,76,76,76,76,76,76,76,76,76,254,0.00894993171095848,0.002065493859638407
58,2,84,0.3725087738243183,87,512,31,31,31,31,31,31,31,31,31,31,31,31,31,31,71,0.009900178760290146,0.00590204425488216
33,4,69,0.07902052076753553,8,256,96,96,96,96,96,96,96,96,96,96,96,96,96,96,74,0.010610520839691162,0.004897592266991971
32,2,1,0.3149244442369099,80,512,71,71,71,71,71,71,71,71,71,71,71,71,71,71,262,0.016290171071887016,0.016763646258176237
62,2,35,0.3422569547966838,31,16,61,61,61,61,61,61,61,61,61,61,61,61,61,61,171,0.008498873468488455,0.00316009307224747
21,2,38,0.38868577739508914,85,512,26,26,26,26,26,26,26,26,26,26,26,26,26,26,64,0.011694191955029964,0.009220169835311152
39,2,86,0.43476340660461826,63,256,51,51,51,51,51,51,51,51,51,51,51,51,51,51,64,0.009527204558253288,0.004567196314232518
29,4,81,0.4002577322414915,23,64,21,21,21,21,21,21,21,21,21,21,21,21,21,21,56,0.011446538381278515,0.002419907253028618
16,2,97,0.3620654200943965,49,512,36,36,36,36,36,36,36,36,36,36,36,36,36,36,93,0.011949019506573677,0.005077191462564003
1,2,68,0.3242775689339966,1,256,41,41,41,41,41,41,41,41,41,41,41,41,41,41,500,0.005138894077390432,0.005009035375622804
1,3,68,0.37851221657975365,81,256,41,41,41,41,41,41,41,41,41,41,41,41,41,41,76,0.009716765955090523,0.004458656485535596
1,2,68,0.34987258894633855,17,256,41,41,41,41,41,41,41,41,41,41,41,41,41,41,107,0.007779533509165049,0.0049497282018133425
1,1,55,0.45418868538242374,45,256,41,41,41,41,41,41,41,41,41,41,41,41,41,41,87,0.012032256461679935,0.006157835620341071
1,2,7,0.33112938509205303,2,256,66,66,66,66,66,66,66,66,66,66,66,66,66,66,210,0.01281648501753807,0.012391563194493452
1,4,20,0.29233479085122405,67,256,41,41,41,41,41,41,41,41,41,41,41,41,41,41,162,0.02589000016450882,0.03313262714890011
5,2,56,0.05876651312862492,38,256,41,41,41,41,41,41,41,41,41,41,41,41,41,41,69,0.01045523677021265,0.003492334117426684
1,2,88,0.4115143407419115,1,256,86,86,86,86,86,86,86,86,86,86,86,86,86,86,298,0.009238709695637226,0.005275603038288893
43,2,23,0.30878628185165446,60,256,41,41,41,41,41,41,41,41,41,41,41,41,41,41,61,0.011041662655770779,0.008301905340008568
42,4,48,0.36957271869565855,7,256,81,81,81,81,81,81,81,81,81,81,81,81,81,81,67,0.02204282209277153,0.008374881468437336
49,2,10,0.32317192234114084,62,256,41,41,41,41,41,41,41,41,41,41,41,41,41,41,145,0.009072707034647465,0.006037679906084872
6,2,68,0.33830344581425753,9,256,41,41,41,41,41,41,41,41,41,41,41,41,41,41,71,0.010160231962800026,0.0055492513992807324
55,3,59,0.30073763180686924,14,256,41,41,41,41,41,41,41,41,41,41,41,41,41,41,72,0.010133098810911179,0.00407730655483248
1,2,68,0.3550364342973626,52,256,41,41,41,41,41,41,41,41,41,41,41,41,41,41,76,0.01265933271497488,0.0038431888977229073
48,1,37,0.3865350380300752,57,256,41,41,41,41,41,41,41,41,41,41,41,41,41,41,65,0.011083283461630344,0.0054851784419856576
31,2,64,0.4020721631630072,82,256,41,41,41,41,41,41,41,41,41,41,41,41,41,41,56,0.012123784981667995,0.005388491273972026
53,2,34,0.3444236669808292,64,256,41,41,41,41,41,41,41,41,41,41,41,41,41,41,77,0.011907713487744331,0.005003335854659478
9,2,18,0.3222306180525495,12,256,41,41,41,41,41,41,41,41,41,41,41,41,41,41,108,0.008274544961750507,0.006167081916672096
50,2,68,0.3636138125875479,41,256,41,41,41,41,41,41,41,41,41,41,41,41,41,41,76,0.010917602106928825,0.004518072744994833
57,4,96,0.29502929967299774,84,256,31,31,31,31,31,31,31,31,31,31,31,31,31,31,66,0.009811998344957829,0.002994410915285811
41,2,78,0.4702356226007445,74,256,26,26,26,26,26,26,26,26,26,26,26,26,26,26,59,0.010140913538634777,0.004458138999962435
61,2,14,0.3368345517692989,58,256,91,91,91,91,91,91,91,91,91,91,91,91,91,91,224,0.011372555047273636,0.007117908562605198
56,3,9,0.3782921426619098,1,256,56,56,56,56,56,56,56,56,56,56,56,56,56,56,139,0.016825461760163307,0.012964007853850967
44,2,61,0.0013711183679559757,37,256,46,46,46,46,46,46,46,46,46,46,46,46,46,46,63,0.012892116792500019,0.0009742342214922075
36,1,13,0.10967994025279144,28,128,36,36,36,36,36,36,36,36,36,36,36,36,36,36,62,0.010100272484123707,0.004040923073826503
24,2,51,0.31345008819325487,10,256,11,11,11,11,11,11,11,11,11,11,11,11,11,11,81,0.008008169941604137,0.005013133760002799
27,4,24,0.39248589684998964,79,512,41,41,41,41,41,41,41,41,41,41,41,41,41,41,109,0.00805656611919403,0.008551563770232494
23,2,32,0.4220557238447368,92,16,76,76,76,76,76,76,76,76,76,76,76,76,76,76,58,0.010504787756750981,0.0042641155701887805
37,2,50,0.3514386799535418,15,512,16,16,16,16,16,16,16,16,16,16,16,16,16,16,87,0.008632060140371323,0.0062693631817454555
15,2,46,0.28719253720298044,48,256,71,71,71,71,71,71,71,71,71,71,71,71,71,71,62,0.015368104912340641,0.008042157255113125
46,4,39,0.3018905422863717,51,512,31,31,31,31,31,31,31,31,31,31,31,31,31,31,104,0.009082392789423466,0.005829925978079784
7,2,80,0.3629728265607476,34,256,96,96,96,96,96,96,96,96,96,96,96,96,96,96,106,0.015662124380469322,0.007317191390468488
8,2,74,0.32996308148234776,96,64,26,26,26,26,26,26,26,26,26,26,26,26,26,26,55,0.012543491087853909,0.002304895559407689
16,3,99,0.315515712259124,72,512,21,21,21,21,21,21,21,21,21,21,21,21,21,21,67,0.009632057510316372,0.005455107159084744
4,2,52,0.3713903453408788,40,128,36,36,36,36,36,36,36,36,36,36,36,36,36,36,71,0.01063145324587822,0.0031839654160042605
38,1,60,0.40676920616733625,53,512,61,61,61,61,61,61,61,61,61,61,61,61,61,61,211,0.010276397690176964,0.004143356917692082
2,2,76,0.3459272448635469,54,256,41,41,41,41,41,41,41,41,41,41,41,41,41,41,93,0.008879216387867928,0.0035795907963786207
13,4,57,0.27081541549399746,1,16,51,51,51,51,51,51,51,51,51,51,51,51,51,51,66,0.009854455757886172,0.0038259296635673803
63,2,30,0.28987565248702446,77,512,81,81,81,81,81,81,81,81,81,81,81,81,81,81,321,0.01656060852110386,0.004326907459094568
34,2,54,0.3300408354755219,25,256,31,31,31,31,31,31,31,31,31,31,31,31,31,31,92,0.008609559386968613,0.0034631425334328367
10,2,31,0.35648170042321475,29,512,66,66,66,66,66,66,66,66,66,66,66,66,66,66,457,0.009032796137034893,0.0031189105239106353
35,4,71,0.38516438347805165,86,64,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,0.010543440468609333,0.0021248728938160406
17,2,89,0.3086353071288539,1,512,6,6,6,6,6,6,6,6,6,6,6,6,6,6,500,0.005568937864154577,0.005494821554625983
25,2,95,0.3214857820351085,1,256,6,6,6,6,6,6,6,6,6,6,6,6,6,6,330,0.0053540985099971294,0.005125573283626331
54,2,58,0.32100447500554546,1,512,26,26,26,26,26,26,26,26,26,26,26,26,26,26,193,0.007129526697099209,0.00597307193826461
18,2,4,0.3389230379918175,4,256,6,6,6,6,6,6,6,6,6,6,6,6,6,6,92,0.008225485682487488,0.014483049582947303
28,2,79,0.33519710715026474,35,8,36,36,36,36,36,36,36,36,36,36,36,36,36,36,51,0.010871498659253121,0.0019055771583944192
59,2,93,0.2788448412688119,1,512,91,91,91,91,91,91,91,91,91,91,91,91,91,91,170,0.015510511584579945,0.008657865417309297
50,2,47,0.31320386103998604,55,16,56,56,56,56,56,56,56,56,56,56,56,56,56,56,78,0.009142784774303437,0.0028672022108863935
26,2,45,0.3487759654499044,1,256,46,46,46,46,46,46,46,46,46,46,46,46,46,46,199,0.006337817292660475,0.00558518708023317
1,2,12,0.292810032781224,27,512,11,11,11,11,11,11,11,11,11,11,11,11,11,11,144,0.008005678653717041,0.008362000024403042
19,2,49,0.30385736744712055,93,64,6,6,6,6,6,6,6,6,6,6,6,6,6,6,56,0.0077848127111792564,0.0026240076050274186
45,2,83,0.32347418148368867,78,512,76,76,76,76,76,76,76,76,76,76,76,76,76,76,70,0.025172296911478043,0.009552745053135768
51,2,53,0.3343355306543852,97,256,71,71,71,71,71,71,71,71,71,71,71,71,71,71,107,0.01193790789693594,0.004469226661097744
61,2,64,0.3632450618948035,76,128,16,16,16,16,16,16,16,16,16,16,16,16,16,16,56,0.010246130637824535,0.0027732653323585543
12,2,43,0.3123337399145012,61,512,41,41,41,41,41,41,41,41,41,41,41,41,41,41,91,0.010403487831354141,0.006410202593134161
21,2,87,0.3463873837026123,1,8,96,96,96,96,96,96,96,96,96,96,96,96,96,96,74,0.012672721159954865,0.0034153557692964873
47,2,2,0.28547845663003346,66,256,31,31,31,31,31,31,31,31,31,31,31,31,31,31,102,0.025962194427847862,0.03326211752182291
20,2,29,0.29925844420696246,99,512,26,26,26,26,26,26,26,26,26,26,26,26,26,26,75,0.01041241455823183,0.007958436752550114
40,2,65,0.3275252058145373,11,16,6,6,6,6,6,6,6,6,6,6,6,6,6,6,54,0.0077829087773958845,0.0023164102960763883
33,2,11,0.2680981002900309,6,256,61,61,61,61,61,61,61,61,61,61,61,61,61,61,88,0.0135126868262887,0.009647121271562009
58,2,94,0.37564266010012937,43,512,21,21,21,21,21,21,21,21,21,21,21,21,21,21,71,0.010429594665765762,0.005188577684263388
62,2,88,0.3067134336690043,71,512,36,36,36,36,36,36,36,36,36,36,36,36,36,36,72,0.009930619038641453,0.0051613118380706745
32,2,72,0.31802618655507714,56,256,6,6,6,6,6,6,6,6,6,6,6,6,6,6,92,0.006434798706322908,0.004083965459486117
60,2,68,0.3553594141152099,69,64,51,51,51,51,51,51,51,51,51,51,51,51,51,51,60,0.010036858730018139,0.0024418022949248552
53,2,41,0.3386304546639216,26,128,86,86,86,86,86,86,86,86,86,86,86,86,86,86,81,0.01201687753200531,0.004928428600592318
14,2,36,0.29418753097385686,75,512,81,81,81,81,81,81,81,81,81,81,81,81,81,81,175,0.010691209696233273,0.005793578553668879
5,2,21,0.2832708688146646,95,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,56,0.0074635851662606,0.003137482767197508
39,2,92,0.328103334069092,39,256,41,41,41,41,41,41,41,41,41,41,41,41,41,41,70,0.010315746068954468,0.003323240324920207
49,2,44,0.36521391211243026,1,512,66,66,66,66,66,66,66,66,66,66,66,66,66,66,368,0.009786874055862427,0.007058597136337578
16,2,59,0.3546145518264263,16,16,31,31,31,31,31,31,31,31,31,31,31,31,31,31,54,0.009848371955255668,0.002548123526119793
31,2,57,0.31679091514991425,22,512,26,26,26,26,26,26,26,26,26,26,26,26,26,26,106,0.008412697352468967,0.004996866306064876
6,2,98,0.3800772621378596,36,512,6,6,6,6,6,6,6,6,6,6,6,6,6,6,185,0.005397142842411995,0.0049751880693364075
55,2,77,0.2753895062427114,5,256,36,36,36,36,36,36,36,36,36,36,36,36,36,36,93,0.008602478541433811,0.004491821824047914
29,2,19,0.30588303392910554,24,64,56,56,56,56,56,56,56,56,56,56,56,56,56,56,125,0.01006487850099802,0.0038410929169078343
50,2,78,0.26146886385059326,65,128,91,91,91,91,91,91,91,91,91,91,91,91,91,91,97,0.009929955005645752,0.0031609732096489424
48,2,47,0.3695843698789524,68,512,46,46,46,46,46,46,46,46,46,46,46,46,46,46,90,0.013949408195912838,0.007327432627024505
24,2,73,0.29359997700650126,73,256,11,11,11,11,11,11,11,11,11,11,11,11,11,11,75,0.010463720187544823,0.003160593101649352
57,3,28,0.346876457446096,98,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,56,0.0073416007372240225,0.0036110942358257357
1,2,75,0.3218909246669801,88,512,16,16,16,16,16,16,16,16,16,16,16,16,16,16,96,0.009297617711126804,0.005066341499217076
19,1,24,0.39643453937886597,42,256,76,76,76,76,76,76,76,76,76,76,76,76,76,76,179,0.013797248713672161,0.006298064301169016
9,2,82,0.33641994521675256,1,16,71,71,71,71,71,71,71,71,71,71,71,71,71,71,103,0.014726013193527858,0.003154564978203912
41,4,69,0.35904853674025583,50,512,41,41,41,41,41,41,41,41,41,41,41,41,41,41,83,0.009815498255193233,0.005748303134909325
61,2,17,0.3279832129628998,21,512,31,31,31,31,31,31,31,31,31,31,31,31,31,31,98,0.008993272669613361,0.009649792092657367
44,2,15,0.28280562163438777,1,64,96,96,96,96,96,96,96,96,96,96,96,96,96,96,192,0.011113733053207397,0.007050090908472027
43,2,85,0.30989159805213434,94,256,26,26,26,26,26,26,26,26,26,26,26,26,26,26,65,0.012483817525207996,0.003353026497856656
56,2,25,0.29491654867785355,30,128,6,6,6,6,6,6,6,6,6,6,6,6,6,6,63,0.008196084760129452,0.003618501815329622
23,4,90,0.34736850102037387,31,512,61,61,61,61,61,61,61,61,61,61,61,61,61,61,72,0.013913492672145367,0.006005356882122301
46,2,22,0.381732581238416,91,8,36,36,36,36,36,36,36,36,36,36,36,36,36,36,53,0.008954285581906637,0.005058866602257507
15,2,5,0.2603774975233659,59,256,21,21,21,21,21,21,21,21,21,21,21,21,21,21,87,0.008243625983595848,0.006865923913816611
36,2,26,0.30353155579844776,70,512,6,6,6,6,6,6,6,6,6,6,6,6,6,6,102,0.006784519646316767,0.006727383020627606
7,3,91,0.2736249447937821,90,16,51,51,51,51,51,51,51,51,51,51,51,51,51,51,57,0.010407155565917491,0.0012792598664280817
27,1,10,0.315455838304721,8,256,86,86,86,86,86,86,86,86,86,86,86,86,86,86,108,0.01420441921800375,0.011195510277344334
37,2,27,0.37125132126469246,32,512,6,6,6,6,6,6,6,6,6,6,6,6,6,6,100,0.006678471807390451,0.007799321712293961
13,4,67,0.3362083376505046,87,512,81,81,81,81,81,81,81,81,81,81,81,81,81,81,65,0.015126118436455727,0.008701314611567392
8,2,42,0.04242351631231264,63,64,41,41,41,41,41,41,41,41,41,41,41,41,41,41,66,0.009961863048374653,0.0010782134208599465
22,2,16,0.3914150587018011,47,256,31,31,31,31,31,31,31,31,31,31,31,31,31,31,83,0.009655649773776531,0.006814436787782713
34,2,8,0.3596157859793845,19,128,66,66,66,66,66,66,66,66,66,66,66,66,66,66,172,0.009843382053077221,0.0073923710161467
16,4,1,0.32842696695726054,38,8,26,26,26,26,26,26,26,26,26,26,26,26,26,26,81,0.026040610360602536,0.033390707109164405
